Unique ID;Player;Best Pos;Position;Age;Nation of Birth;Club;Division;Appearances;Minutes;Rating;Playing Time;Transfer Value;Wage;Expires;Height;Preferred Foot;Left Foot;Right Foot;Poss Lost/90;Poss Won/90;Ps C/90;Ps A/90;Pr passes/90;OP-KP/90;Tcon/90;Ch C/90;Pres A/90;Pres C/90;Blk/90;Clr/90;Int/90;Tck/90;Dist/90;Drb/90;Sprints/90;OP-Crs A/90;xSv %;Sv %;CCC;OP-Crs C/90;Hdrs L/90;Hdrs W/90;Cln/90;xA/90;xG/90;xG-OP;NP-xG/90;Fouls Made;Fouls Against;Yel;Red cards;Aer A/90;K Hdrs/90;Crs A/90;Cr C/90;Con/90;Goals per 90 minutes;Saves/90;Tgls/90;MLG;Off;Asts/90;KP/90;xGP/90;Shots From Outside The Box Per 90 minutes;ShT/90;Shot/90;K Tck/90;Shts Blckd/90
2000208903;Maxim Fernández;D (C);D (C);21;France;Fuenlabrada;Spanish Federation 1A;2 (2);257;6.70;Scouting Required;£8K - £85K;£460 - £675 p/w;30/6/2025;186 cm;Right-Footed;Weak;Very Strong;3.2;14.4;49.7;55.7;4.6;0.7;1.4;0.0;3.9;1.1;0.4;1.4;0.7;0.7;11.0;0.0;5.6;0.4;0;0;0;0.0;4.2;4.9;0.0;0.0;0.1;0.82;0.1;2;2;0;0;9.1;0.7;0.4;0.0;0.0;0.4;0;1.8;0;0;0.0;0.7;0.0;0.0;0.4;0.4;0.7;0.7
2000209221;Samu Expósito;AM (C);M/AM (C);19;Spain;R. Majadahonda;Spanish Federation 1A;0;0;-;Scouting Required;£35K - £130K;£190 - £280 p/w;30/6/2025;166 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000209679;Kevin;ST (C);AM (L), ST (C);19;Spain;Coruña;Spanish Federation 1A;3 (2);198;6.77;Scouting Required;£35K - £325K;£850 - £1.3K p/w;30/6/2028;186 cm;Left-Footed;Very Strong;Fairly Strong;18.2;1.4;26.4;31.4;1.4;1.4;0.0;0.0;10.5;4.5;0.0;0.9;1.4;4.1;11.4;1.8;10.5;1.4;0;0;0;0.5;4.1;2.3;0.0;0.0;0.1;-0.21;0.1;1;7;0;0;6.4;0.0;1.4;0.5;0.0;0.0;0;0.5;0;1;0.0;1.4;0.0;0.9;0.9;1.8;0.0;0.0
2000209693;Adrián Guerrero;AM (R);AM (RL);18;Spain;Coruña;Spanish Federation 1A;0;0;-;Scouting Required;£150K - £550K;£525 - £775 p/w;30/6/2026;161 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000209716;Noah Rodríguez;D (R);D/WB/M/AM (R);18;Spain;Lugo;Spanish Federation 1A;0;0;-;Scouting Required;£0 - £100K;£220 - £310 p/w;30/6/2025;165 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000209724;Pablo Parada;D (L);D (L);17;Spain;Coruña;Spanish Federation 1A;0;0;-;Scouting Required;Unknown;£95 - £130 p/w;30/6/2024;173 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000209777;Pablo Muñoz;AM (C);M/AM (C);20;Spain;A. Baleares;Spanish Federation 1B;0 (1);3;-;Scouting Required;£16K - £60K;£170 - £260 p/w;30/6/2025;187 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000210159;Jaime Escario;M (C);M (C);20;Spain;Huesca;Second Division;0;0;-;Scouting Required;£14K - £140K;£950 - £1.4K p/w;30/6/2026;180 cm;Left-Footed;Very Strong;Reasonable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000210776;Darío Lozano;D (C);D (C);20;Spain;Leonesa;Spanish Federation 1A;0;0;-;Scouting Required;£0 - £60K;£210 - £300 p/w;30/6/2025;184 cm;Left-Footed;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000211548;Guillermo Ruiz;GK;GK;20;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Youngster;£12K - £120K;£220 - £260 p/w;30/6/2026;194 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000211944;Guillermo Súnico;GK;GK;20;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£20K - £200K;£220 - £300 p/w;30/6/2024;186 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000211949;Mario Camero;D (C);D (C);20;Spain;Sestao;Spanish Federation 1A;31 (1);2655;6.70;Scouting Required;£210K - £750K;£470 - £650 p/w;30/6/2024;178 cm;Right-Footed;Reasonable;Very Strong;4.4;14.0;48.5;54.2;4.4;0.4;1.2;0.0;3.1;1.0;0.6;1.7;1.3;1.1;11.1;0.0;4.1;0.1;0;0;0;0.0;2.8;6.2;0.0;0.0;0.0;0.39;0.0;23;5;9;1;9.1;0.7;0.1;0.0;0.0;0.0;0;1.2;0;0;0.0;0.4;0.0;0.1;0.1;0.4;0.2;0.9
2000212550;Joan Pulpón;AM (L);D/WB/M/AM (L);20;Spain;Levante;Second Division;0 (3);51;6.70;Scouting Required;£35K;£220 - £300 p/w;30/6/2025;176 cm;Left-Footed;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000213191;Valter;AM (C);AM (RLC);21;Spain;Sabadell;Spanish Federation 1A;2 (3);204;6.67;Scouting Required;£1.5K - £16K;£90 - £130 p/w;30/6/2025;175 cm;Right-Footed;Reasonable;Very Strong;32.2;3.1;23.4;32.6;1.8;0.9;1.8;0.0;7.5;1.3;0.0;0.4;0.9;0.9;12.0;1.8;7.1;0.9;0;0;0;0.4;3.1;4.0;0.0;0.0;0.2;0.66;0.2;1;1;0;0;7.1;0.0;2.2;1.3;0.0;0.4;0;0.4;0;1;0.0;1.3;0.0;1.3;0.4;2.2;0.0;0.0
2000213593;Rony Mbomio;D (R);D/WB (R);19;Spain;A. Madrid B;Spanish Federation 1B;1;53;6.60;Scouting Required;£35K - £120K;£170 - £260 p/w;30/6/2025;180 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000213929;Dani Martínez;D (C);D (LC);20;Spain;A. Madrid B;Spanish Federation 1B;12 (9);1141;6.69;Scouting Required;£30K - £110K;£190 - £280 p/w;30/6/2025;189 cm;Left-Footed Only;Very Strong;Weak;3.8;8.4;59.6;62.7;3.8;0.0;2.1;0.0;3.2;1.3;0.9;1.6;1.7;1.3;11.2;0.2;5.8;0.1;0;0;0;0.0;1.7;2.1;0.0;0.0;0.0;-0.15;0.0;8;0;0;0;3.8;0.5;0.1;0.0;0.0;0.0;0;1.3;1;0;0.0;0.0;0.0;0.0;0.0;0.1;0.4;0.7
2000213969;Julio Díaz;WB (L);D/WB (L);19;Spain;A. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£0;£200 - £290 p/w;30/6/2024;174 cm;Left-Footed Only;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000214090;Hugo Redón;M (C);DM, M (C);21;Spain;Levante;Second Division;0 (1);12;-;Scouting Required;£55K;£250 - £360 p/w;30/6/2026;179 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000214592;Sergio Veces;D (R);D (R);20;Spain;Tarazona;Spanish Federation 1A;2 (16);481;6.56;Scouting Required;£0 - £65K;£390 - £550 p/w;30/6/2026;170 cm;Right-Footed;Reasonable;Very Strong;15.9;7.5;29.9;38.0;4.1;0.9;1.1;0.0;9.4;2.6;0.4;1.7;2.1;2.8;11.2;0.0;9.2;3.6;0;0;0;0.6;2.1;2.4;0.0;0.2;0.0;0;0.0;4;2;0;0;4.5;0.2;3.6;0.6;0.0;0.0;0;1.1;0;0;0.2;0.9;0.0;0.0;0.0;0.0;0.0;0.4
2000214885;Álvaro Cortés;D (C);D (C);19;Spain;Barcelona B;Spanish Federation 1A;1;90;6.40;Youngster;£65K - £230K;£1K - £1.2K p/w;30/6/2024;189 cm;Left-Footed Only;Very Strong;Weak;4.0;8.0;45.0;54.0;3.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;3.0;1.0;10.2;0.0;11.0;0.0;0;0;0;0.0;1.0;6.0;0.0;0.0;0.0;0;0.0;2;0;0;0;7.0;1.0;0.0;0.0;0.0;0.0;0;1.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000214929;Mario Solórzano;AM (C);M/AM (C);19;Spain;R. Santander;Second Division;1;90;6.50;Scouting Required;£275K - £1.1M;£370 - £525 p/w;30/6/2026;170 cm;Right-Footed;Reasonable;Very Strong;36.0;5.0;27.0;33.0;1.0;1.0;1.0;0.0;9.0;3.0;0.0;4.0;1.0;1.0;11.2;1.0;8.0;2.0;0;0;0;0.0;5.0;0.0;0.0;0.3;0.0;0;0.0;0;1;0;0;5.0;1.0;2.0;0.0;0.0;0.0;0;1.0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2000217243;Rodrigo Abajas;D (L);D (L);21;Spain;R. Majadahonda;Spanish Federation 1A;5 (5);480;6.73;Future Prospect;£18K - £170K;£525 - £625 p/w;30/6/2026;183 cm;Left-Footed;Very Strong;Reasonable;16.1;10.7;34.1;41.2;3.9;0.6;1.9;0.0;11.4;3.0;0.8;2.2;1.3;3.2;13.0;0.6;11.4;3.4;0;0;0;0.4;3.6;4.3;0.0;0.0;0.0;0.95;0.0;6;1;3;0;7.9;1.5;3.4;0.4;0.0;0.2;0;1.9;0;1;0.2;0.6;0.0;0.2;0.2;0.2;0.2;0.6
2000217564;Álex Yang;D (C);D (RC);19;Spain;Espanyol;Second Division;0;0;-;Scouting Required;Unknown;£160 - £250 p/w;30/6/2025;191 cm;Unknown Footedness;Very Weak;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000217596;Eric;AM (L);D/WB/M/AM (L);20;Pays Basque;Alcorcón;Second Division;1 (7);301;6.56;Scouting Required;£50K;£1K - £1.5K p/w;30/6/2026;175 cm;Left-Footed;Very Strong;Reasonable;19.7;4.5;30.2;35.3;3.9;2.1;0.9;0.0;10.2;2.1;0.3;1.5;1.5;1.8;12.6;1.8;10.5;4.5;0;0;0;0.0;7.2;0.6;0.0;0.2;0.1;-0.47;0.1;5;6;0;0;7.8;0.6;4.5;0.0;0.0;0.0;0;1.2;0;0;0.0;2.1;0.0;0.6;0.0;0.9;0.0;0.0
2000218246;Pablo Arranz;M (R);M/AM (R);20;Spain;Burgos;Second Division;0;0;-;Scouting Required;£0 - £60K;£1.3K - £1.7K p/w;30/6/2025;173 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000218276;Hugo Mantecón;GK;GK;19;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£20K - £200K;£200 - £280 p/w;30/6/2024;185 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000218305;Juan Barragán;AM (L);M/AM (RL);21;Spain;Tarragona;Spanish Federation 1A;1 (2);89;6.40;Scouting Required;£55K - £210K;£550 - £750 p/w;30/6/2025;175 cm;Right-Footed;Weak;Very Strong;18.2;1.0;30.3;35.4;0.0;0.0;2.0;0.0;6.1;1.0;1.0;1.0;2.0;0.0;0.0;2.0;10.1;5.1;0;0;0;0.0;7.1;1.0;0.0;0.0;0.1;-0.14;0.1;1;0;0;0;8.1;0.0;5.1;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2000218427;Axel;D (C);D (C);19;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£7K - £70K;£190 - £300 p/w;30/6/2024;180 cm;Left-Footed;Very Strong;Reasonable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000219415;Mikel Rodríguez;M (C);M/AM (C);22;Spain;Real San Sebastián B;Spanish Federation 1A;0 (5);152;6.60;Scouting Required;£1.5K - £16K;£200 - £310 p/w;30/6/2025;171 cm;Right-Footed;Strong;Very Strong;24.9;7.1;34.9;43.8;2.4;1.2;1.2;0.0;9.5;3.6;0.0;1.2;0.6;2.4;14.0;1.2;11.2;1.8;0;0;0;0.0;1.8;0.6;0.0;0.1;0.0;-0.08;0.0;3;0;0;0;2.4;0.0;1.8;0.0;0.0;0.0;0;0.6;0;0;0.0;1.2;0.0;0.0;0.6;0.6;0.0;0.0
2000219673;Cristian David;D (C);D (RC), DM;18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£60K - £220K;£200 - £280 p/w;30/6/2024;175 cm;Right-Footed;Reasonable;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000221025;Adrián González;D (L);D/M (L);20;Spain;Elche;Second Division;0 (3);40;6.50;Scouting Required;£230K - £850K;£950 - £1.4K p/w;30/6/2025;175 cm;Left-Footed Only;Very Strong;Very Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000221026;Bakary Traoré;D (C);D (C);19;Spain;Elche;Second Division;31 (1);135;6.40;Scouting Required;£80K - £800K;£1K - £1.5K p/w;30/6/2026;179 cm;Left-Footed Only;Very Strong;Very Weak;4.7;12.0;53.3;63.3;4.7;0.0;0.7;0.0;3.3;2.0;0.0;3.3;2.0;2.0;9.7;0.0;4.7;0.7;0;0;0;0.0;8.0;0.0;0.0;0.0;0.0;0;0.0;2;0;0;0;8.0;0.7;0.7;0.0;0.0;0.0;0;2.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;1.3
2000221078;Fran Gil;D (C);D (LC);18;Spain;Elche;Second Division;2 (1);187;6.57;Scouting Required;£170K - £1.7M;£310 - £440 p/w;30/6/2026;187 cm;Left-Footed Only;Very Strong;Very Weak;4.3;11.6;48.1;54.4;2.9;0.5;1.0;0.0;1.9;1.0;0.5;1.0;1.0;1.0;10.5;0.0;6.7;0.5;0;0;0;0.0;2.9;4.3;0.0;0.0;0.0;-0.02;0.0;3;0;1;0;7.2;0.5;0.5;0.0;0.0;0.0;0;1.9;0;0;0.0;0.5;0.0;0.5;0.5;0.5;1.0;0.0
2000221085;Adrián Gallego;ST (C);ST (C);19;Spain;Elche;Second Division;0 (3);11;-;Scouting Required;£240K - £900K;£1.3K - £1.9K p/w;30/6/2026;188 cm;Right-Footed Only;Very Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;-0.08;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000221088;Darío Marcos;ST (C);ST (C);19;Spain;Elche;Second Division;0;0;-;Scouting Required;£85K - £850K;£380 - £525 p/w;30/6/2026;184 cm;Right-Footed Only;Very Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000221759;Kennedy Akumagoa;D (C);D (C);20;Spain;Cartagena;Second Division;1;45;6.60;Scouting Required;£14K - £140K;£1.3K - £1.7K p/w;30/6/2025;186 cm;Right-Footed;Fairly Strong;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000222392;David Serrano;M (L);M (LC), AM (L);19;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£0 - £45K;£160 - £250 p/w;30/6/2024;176 cm;Left-Footed Only;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000222552;Diego;GK;GK;18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£10K - £110K;£180 - £270 p/w;30/6/2024;188 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000222584;Miguel;D (L);D/WB (L);18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£26K - £250K;£200 - £290 p/w;30/6/2024;182 cm;Left-Footed;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000222874;Víctor Real;GK;GK;20;Spain;Alcoyano;Spanish Federation 1B;3;270;6.77;Scouting Required;£0 - £40K;£220 - £330 p/w;30/6/2025;185 cm;Left-Footed;Very Strong;Reasonable;15.7;4.0;13.0;23.7;0.7;0.0;1.3;0.0;0.0;0.0;0.0;10.3;0.0;0.0;6.1;0.0;0.0;0.0;89;76;0;0.0;0.0;0.0;0.3;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;1.3;0.0;3;1.3;0;0;0.0;0.0;-0.3;0.0;0.0;0.0;0.0;0.0
2000222987;Marco Leiton;D (L);D/WB (L);18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£5K - £55K;£200 - £290 p/w;30/6/2024;179 cm;Left-Footed Only;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000223081;Jaime Vázquez;D (C);D (C);18;Spain;Oviedo;Second Division;0;0;-;Scouting Required;£1.6M - £4M;£525 - £700 p/w;30/6/2026;188 cm;Left-Footed;Very Strong;Reasonable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000223117;Jorge Oreiro;D (R);D (RC), WB (R);18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£75K - £300K;£240 - £330 p/w;30/6/2024;191 cm;Right-Footed Only;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000223272;Óscar Mesa;D (L);D/WB/M (L);17;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£14K - £150K;£160 - £250 p/w;30/6/2024;180 cm;Left-Footed Only;Very Strong;Weak;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000223336;Yago;M (C);M/AM (C);18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£18K - £190K;£190 - £280 p/w;30/6/2024;178 cm;Right-Footed;Weak;Very Strong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2000223338;Álex Sánchez;M (C);M/AM (C);18;Spain;R. Madrid B;Spanish Federation 1B;0;0;-;Scouting Required;£30K - £325K;£200 - £280 p/w;30/6/2024;175 cm;Left-Footed;Very Strong;Reasonable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
